jurisdiction,effect,std_err,tvalue,pvalue,n_obs,dataset,outcome,level,ci_lower,ci_upper,pvalue_fdr
DE,15671777.367858233,9756714.408446366,1.6062556216969117,0.10821775673839612,1683,full,fine_eur,Country,-3451382.8726966437,34794937.60841311,0.12415311871965444
ES,-4818763.657425409,3239410.7647266416,-1.4875432624649074,0.1368713858718998,1683,full,fine_eur,Country,-11168008.756289627,1530481.441438808,0.154312879967887
FI,-11300660.165439738,3421036.27372862,-3.303285689257846,0.0009555897994715391,1683,full,fine_eur,Country,-18005891.261947833,-4595429.068931643,0.0011792384759436014
FR,-4409234.062142083,2939677.382696755,-1.4999040670569126,0.1336392543339823,1683,full,fine_eur,Country,-10171001.732227724,1352533.6079435563,0.1513225396146177
GB,-14908755.837621668,833264.1736057509,-17.89199189148815,1.3615317147556353e-71,1683,full,fine_eur,Country,-16541953.61788894,-13275558.057354396,1.813060089547045e-71
GR,-12630726.175633932,13642448.076186357,-0.9258401501766796,0.35452905820819103,1683,full,fine_eur,Country,-39369924.404959194,14108472.05369133,0.3664636997716351
HU,9560213.644009847,2029442.9770786476,4.710757460045333,2.467978048906303e-06,1683,full,fine_eur,Country,5582505.408935698,13537921.879083997,3.188823122596758e-06
IE,144788674.2118551,121149106.74943684,1.1951278725588141,0.23203707355362713,1683,full,fine_eur,Country,-92663575.01704109,382240923.4407513,0.2574618986466898
IS,6526818.610119609,2856327.2334633246,2.285038819661352,0.02231055162554385,1683,full,fine_eur,Country,928417.2325314926,12125219.987707727,0.026348660517045
IT,-16507470.574014312,580051.8230983763,-28.458613380161136,3.812692477935462e-178,1683,full,fine_eur,Country,-17644372.14728713,-15370569.000741495,5.129447096603895e-178
LT,-4443596.184641859,5155261.743923439,-0.8619535545172992,0.3887130767396614,1683,full,fine_eur,Country,-14547909.202731797,5660716.83344808,0.3994256418466599
LU,-27721404.96776563,819487.0186541624,-33.82775362725366,7.709518191108574e-251,1683,full,fine_eur,Country,-29327599.52432779,-26115210.41120347,1.0425825118545792e-250
LV,-15242683.257225404,17406161.846975796,-0.8757061660824278,0.3811897923952604,1683,full,fine_eur,Country,-49358760.47729796,18873393.96284716,0.3924675969039959
MT,5294658.186541358,1148324.1315716216,4.610769765236034,4.011806620296591e-06,1683,full,fine_eur,Country,3043942.8886609795,7545373.484421737,5.145363773451648e-06
NL,-4236780.189381225,2079828.0999164556,-2.0370819057360614,0.04164183482294136,1683,full,fine_eur,Country,-8313243.265217477,-160317.11354497215,0.048628719860347634
NO,-21925217.980892643,8918533.89993122,-2.458388141694649,0.013956224576309805,1683,full,fine_eur,Country,-39405544.42475784,-4444891.537027452,0.01670905786429752
PL,-4600243.386587696,3387702.767268104,-1.357924145835676,0.1744877547465311,1683,full,fine_eur,Country,-11240140.81043318,2039654.0372577878,0.1946209572172847
PT,-6967545.363093236,743183.2478592511,-9.375272361377009,6.899739863672861e-21,1683,full,fine_eur,Country,-8424184.52889737,-5510906.197289105,9.118137237562618e-21
RO,610354.2838259898,2600795.655541552,0.23467983058395966,0.814457243455591,1683,full,fine_eur,Country,-4487205.201035452,5707913.768687432,0.8175897713150356
SE,-15416323.990675075,11040467.539948754,-1.3963470237915878,0.16261001973721068,1683,full,fine_eur,Country,-37055640.36897463,6222992.387624482,0.18176109272553312
SI,-8024735.874395,3209877.376682368,-2.500013219411242,0.012418867231584797,1683,full,fine_eur,Country,-14316095.53269244,-1733376.2160975588,0.014936978559648073
A.N.S.P.D.C.P,-9963898.269234043,3.77738388596793e-07,-26377775121685.46,0.0,1647,full,fine_eur,DPA,-9963898.269234782,-9963898.269233303,0.0
A.N.S.P.D.C.P.,4121396.077855671,7.075887021305328e-08,58245645605225.82,0.0,1647,full,fine_eur,DPA,4121396.077855532,4121396.0778558096,0.0
ANSPDCP,11305930.514991127,1.7791138958316333e-07,63548098530849.01,0.0,1647,full,fine_eur,DPA,11305930.514990779,11305930.514991475,0.0
Agencia Española de Protección de Datos,10548783.385647245,1.575163027874155e-08,669694704546482.1,0.0,1647,full,fine_eur,DPA,10548783.385647213,10548783.385647276,0.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal,-2098925.1570365084,1.3069707223740292e-07,-16059465763884.477,0.0,1647,full,fine_eur,DPA,-2098925.1570367645,-2098925.1570362523,0.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal (ANSPDCP),12413214.964196004,4.7296003015911e-08,262458012784294.6,0.0,1647,full,fine_eur,DPA,12413214.96419591,12413214.964196097,0.0
Autoriteit Persoonsgegevens,-6588399.582242653,4.288567483692724e-08,-153627046963701.5,0.0,1647,full,fine_eur,DPA,-6588399.582242737,-6588399.582242569,0.0
Berlin Commissioner for Data Protection and Freedom of Information,17778583.48531956,7.263751339340746e-08,244757600511874.53,0.0,1647,full,fine_eur,DPA,17778583.485319417,17778583.4853197,0.0
Catalan Data Protection Authority,1559503.9683760628,4.726901200372639e-09,329920999460094.8,0.0,1647,full,fine_eur,DPA,1559503.9683760535,1559503.9683760721,0.0
Comissão Nacional de Proteção de Dados,-7535557.144450974,7.313956908556075e-09,-1030298269276876.0,0.0,1647,full,fine_eur,DPA,-7535557.144450988,-7535557.14445096,0.0
Commission Nationale de l'Informatique et des Libertés,-10401670.786030956,5.4978701123052744e-08,-189194553046097.75,0.0,1647,full,fine_eur,DPA,-10401670.786031064,-10401670.786030848,0.0
Commission Nationale de l'Informatique et des Libertés (CNIL),7510862.988759384,1.8664827171645494e-09,4024073150899272.0,0.0,1647,full,fine_eur,DPA,7510862.98875938,7510862.988759387,0.0
Commission nationale de l'informatique et des libertés,-7319894.008801984,7.002436521706713e-08,-104533528952546.6,0.0,1647,full,fine_eur,DPA,-7319894.008802121,-7319894.008801847,0.0
Data Protection Authority,-8848542.232773488,2.6503153142629252e-08,-333867528333485.94,0.0,1647,full,fine_eur,DPA,-8848542.23277354,-8848542.232773436,0.0
Data Protection Commission,27939926.626528192,1.2197036010766366e-08,2290714449138751.5,0.0,1647,full,fine_eur,DPA,27939926.62652817,27939926.626528215,0.0
Data Protection Commission of Ireland,-21379655.258702684,1.4299357159101657e-08,-1495148000068965.2,0.0,1647,full,fine_eur,DPA,-21379655.258702714,-21379655.258702654,0.0
Data Protection Commissioner,-2909942.38550839,1.416915893065339e-07,-20537156790676.23,0.0,1647,full,fine_eur,DPA,-2909942.3855086677,-2909942.3855081126,0.0
Data State Inspections,-11357589.347253736,7.834341677436585e-08,-144971840837173.78,0.0,1647,full,fine_eur,DPA,-11357589.347253889,-11357589.347253583,0.0
Data State Inspectorate,8983138.521465886,1.4958719351933228e-08,600528582034325.5,0.0,1647,full,fine_eur,DPA,8983138.521465857,8983138.521465916,0.0
Datainspektionen,-19027960.061832685,8.420390319209896e-08,-225974798560384.56,0.0,1647,full,fine_eur,DPA,-19027960.06183285,-19027960.06183252,0.0
Datatilsynet,-32220294.260967385,2.2678080479127927e-08,-1420768141757930.5,0.0,1647,full,fine_eur,DPA,-32220294.26096743,-32220294.26096734,0.0
Deputy Data Protection Commissioner,-13119902.914779972,5.962180944204037e-08,-220052075533435.62,0.0,1647,full,fine_eur,DPA,-13119902.91478009,-13119902.914779855,0.0
Der Landesbeauftragte für den Datenschutz und die Informationsfreiheit Baden-Württemberg,-8252944.52209894,3.7928090825779295e-07,-21759451484147.75,0.0,1647,full,fine_eur,DPA,-8252944.522099683,-8252944.522098197,0.0
Dutch Data Protection Authority,286714.8347762078,2.8759570995150607e-08,9969371059970.025,0.0,1647,full,fine_eur,DPA,286714.83477615146,286714.83477626415,0.0
Finnish Data Protection Commissioner,-34046080.33391687,6.249514965611242e-08,-544779563234263.7,0.0,1647,full,fine_eur,DPA,-34046080.33391699,-34046080.33391675,0.0
Garante per la protezione dei dati personali,-16931502.923378106,2.1179623970872166e-08,-799424151564900.4,0.0,1647,full,fine_eur,DPA,-16931502.923378147,-16931502.923378065,0.0
Greek Data Protection Authority,-80962827.93729605,3.366419584143674e-08,-2405012979328030.0,0.0,1647,full,fine_eur,DPA,-80962827.9372961,-80962827.93729599,0.0
Guarantor for the Protection of Personal Data,10469016.498662777,3.230248825570858e-08,324093191081422.8,0.0,1647,full,fine_eur,DPA,10469016.498662714,10469016.49866284,0.0
Hamburg Commissioner for Data Protection and Freedom of Information,-3455293.7194952704,1.4815660478816478e-08,-233219013383552.53,0.0,1647,full,fine_eur,DPA,-3455293.7194952993,-3455293.7194952415,0.0
Hamburg Commissioner for Data Protection and Freedom of Information (HmbBfDI),12372269.603531994,3.972198701348496e-08,311471568613418.4,0.0,1647,full,fine_eur,DPA,12372269.603531916,12372269.603532072,0.0
Hellenic Data Protection Authority,-12732843.268123237,3.379595394649065e-08,-376756439196337.8,0.0,1647,full,fine_eur,DPA,-12732843.268123304,-12732843.26812317,0.0
Informacijski pooblaščenec (Information Commissioner),-7554393.784233455,1.198422314286775e-07,-63036157572961.664,0.0,1647,full,fine_eur,DPA,-7554393.784233689,-7554393.78423322,0.0
Information Commissioner,-11560592.18967325,1.0075321150788073e-08,-1147416744008105.5,0.0,1647,full,fine_eur,DPA,-11560592.189673271,-11560592.18967323,0.0
Information Commissioner (IP),2085225.5135214552,2.8557446332178607e-08,73018626710043.66,0.0,1647,full,fine_eur,DPA,2085225.5135213993,2085225.513521511,0.0
Information Commissioner (Slovenia),1190863.7603942938,6.177439650883298e-08,19277626778984.637,0.0,1647,full,fine_eur,DPA,1190863.7603941727,1190863.760394415,0.0
Information Commissioner of the Republic of Slovenia,4013937.4952866063,6.325982890663419e-08,63451602140922.9,0.0,1647,full,fine_eur,DPA,4013937.4952864824,4013937.49528673,0.0
Information Commissioner's Office,-15566466.060027335,5.9006093681763474e-09,-2638111606570955.5,0.0,1647,full,fine_eur,DPA,-15566466.060027346,-15566466.060027324,0.0
Information and Data Protection Commissioner,4303966.3183701895,1.9903867107906003e-08,216237693662083.06,0.0,1647,full,fine_eur,DPA,4303966.31837015,4303966.318370229,0.0
Integritetsskyddsmyndigheten,5169125.826320909,1.2640879920265966e-07,40892136140251.77,0.0,1647,full,fine_eur,DPA,5169125.826320661,5169125.826321157,0.0
Integritetsskyddsmyndigheten (IMY),-39392126.04701802,1.6087413656379366e-07,-244863014580328.84,0.0,1647,full,fine_eur,DPA,-39392126.047018334,-39392126.04701771,0.0
Integrity Protection Authority,6390083.212013861,2.3855405963359986e-08,267867301098481.53,0.0,1647,full,fine_eur,DPA,6390083.212013815,6390083.212013908,0.0
NOT_DISCUSSED,730141.4886767175,8.078877574282696e-08,9037660021002.918,0.0,1647,full,fine_eur,DPA,730141.4886765592,730141.4886768758,0.0
NOT_MENTIONED,-12559047.079049828,9.258540689794476e-08,-135648235503176.45,0.0,1647,full,fine_eur,DPA,-12559047.079050008,-12559047.079049647,0.0
National Authority for Data Protection and Freedom of Information,4759888.431477673,3.7654660063473254e-08,126409013478121.48,0.0,1647,full,fine_eur,DPA,4759888.4314776,4759888.431477747,0.0
National Commission for Computing and Liberties,5956391.234827701,7.598388566099863e-09,783901900121570.9,0.0,1647,full,fine_eur,DPA,5956391.234827686,5956391.234827716,0.0
